Name,Path,Target,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A_000,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_000.jpg,A,0.22956930100917816,0.4446336627006531,-1.4027510587766301e-05,0.2660839557647705,0.39148277044296265,-0.01785796880722046,0.2933157980442047,0.3265610635280609,-0.033275261521339417,0.31835460662841797,0.26975497603416443,-0.04998527839779854,0.3443961441516876,0.23865103721618652,-0.06124246492981911,0.26503512263298035,0.2726310193538666,0.003263338003307581,0.26318907737731934,0.21468397974967957,-0.03252444788813591,0.26367807388305664,0.27070748805999756,-0.02984813041985035,0.2653825581073761,0.28349098563194275,-0.009621573612093925,0.23886072635650635,0.2765043079853058,-0.0010205551516264677,0.2357719987630844,0.22292569279670715,-0.057811345905065536,0.24061219394207,0.2977907955646515,-0.06013183295726776,0.24435682594776154,0.2912884056568146,-0.03796521946787834,0.21438071131706238,0.28733259439468384,-0.011732282117009163,0.21037764847278595,0.23993077874183655,-0.06138908118009567,0.21903815865516663,0.30722343921661377,-0.06085190922021866,0.22225579619407654,0.3034975230693817,-0.04124157875776291,0.18945299088954926,0.30463263392448425,-0.023317722603678703,0.18701834976673126,0.2602856755256653,-0.04468660429120064,0.19669030606746674,0.3044835925102234,-0.04320451244711876,0.19864653050899506,0.3139994442462921,-0.02743852138519287
A_001,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_001.jpg,A,0.32614532113075256,0.4575235843658447,2.3321303160628304e-05,0.35687434673309326,0.43880900740623474,-0.03104209527373314,0.3840459883213043,0.4122961461544037,-0.051704443991184235,0.40788841247558594,0.39170530438423157,-0.07162026315927505,0.430624783039093,0.3857552707195282,-0.08795696496963501,0.3623969256877899,0.33578386902809143,-0.029650351032614708,0.35085412859916687,0.31539660692214966,-0.0597742460668087,0.3511873781681061,0.3533894121646881,-0.0634724497795105,0.35694238543510437,0.36061015725135803,-0.05481148138642311,0.3429451286792755,0.33344072103500366,-0.026884961873292923,0.33009496331214905,0.3160373866558075,-0.06885158270597458,0.3349806070327759,0.3665708005428314,-0.07317033410072327,0.34300512075424194,0.3615850806236267,-0.06060690060257912,0.32492566108703613,0.3377540111541748,-0.03002755716443062,0.3145731985569,0.32298389077186584,-0.06844669580459595,0.3210376501083374,0.37140122056007385,-0.06604935973882675,0.3272407650947571,0.3708154857158661,-0.052357468754053116,0.30792486667633057,0.3494165241718292,-0.035016950219869614,0.2994760274887085,0.33801719546318054,-0.0562359057366848,0.30687206983566284,0.37110596895217896,-0.06016626954078674,0.3127884268760681,0.37517139315605164,-0.05421791225671768
A_002,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_002.jpg,A,0.3890249729156494,0.4451361298561096,2.3620197680429555e-05,0.42541491985321045,0.4208192825317383,-0.022708110511302948,0.45688557624816895,0.39335671067237854,-0.03775455802679062,0.4842047691345215,0.37395238876342773,-0.052538223564624786,0.5058452486991882,0.37321069836616516,-0.06399647891521454,0.4294007420539856,0.32680395245552063,-0.0183247122913599,0.4280053377151489,0.29912883043289185,-0.0372890830039978,0.4249511659145355,0.3436938226222992,-0.036293402314186096,0.4246962070465088,0.35192981362342834,-0.027664324268698692,0.409674733877182,0.3232749104499817,-0.01965094916522503,0.4065311551094055,0.2989327311515808,-0.05613487958908081,0.407426655292511,0.35291191935539246,-0.06268072128295898,0.40868738293647766,0.34674182534217834,-0.05307285487651825,0.39073750376701355,0.32402464747428894,-0.024929292500019073,0.3868459463119507,0.3030397891998291,-0.0601077601313591,0.39043277502059937,0.35587435960769653,-0.0621999129652977,0.39140963554382324,0.35402581095695496,-0.05303722247481346,0.37158283591270447,0.3301807940006256,-0.03274605795741081,0.3689780831336975,0.30683332681655884,-0.04816456139087677,0.3749448359012604,0.34264853596687317,-0.05472809821367264,0.3761677145957947,0.3473452925682068,-0.05423115938901901
A_003,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_003.jpg,A,0.07411356270313263,0.5725582838058472,-1.1418363101256546e-05,0.1397944837808609,0.579121470451355,-0.042296819388866425,0.20241259038448334,0.5601775646209717,-0.0679207593202591,0.2543991804122925,0.538503885269165,-0.09027645736932755,0.2962281107902527,0.5317844748497009,-0.1047644391655922,0.1940869390964508,0.48161497712135315,-0.006760891061276197,0.19844914972782135,0.40847650170326233,-0.06250248849391937,0.17911556363105774,0.457017719745636,-0.07205776870250702,0.18211540579795837,0.4799380898475647,-0.054093219339847565,0.1583501547574997,0.4623303711414337,0.0011065573198720813,0.16180379688739777,0.3940620422363281,-0.08655909448862076,0.14152804017066956,0.46718961000442505,-0.09224293380975723,0.15605753660202026,0.4820190668106079,-0.05553986132144928,0.12498670071363449,0.4528568983078003,-0.0024304091930389404,0.12553952634334564,0.3964814245700836,-0.0778171718120575,0.11256590485572815,0.4708699584007263,-0.07756455987691879,0.124972864985466,0.48786047101020813,-0.04824242740869522,0.09388399124145508,0.4496367871761322,-0.008107938803732395,0.09787141531705856,0.409135639667511,-0.041116904467344284,0.09377077221870422,0.4574112892150879,-0.04163549095392227,0.10078398883342743,0.47470206022262573,-0.017104187980294228
A_004,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_004.jpg,A,0.14568200707435608,0.324369341135025,-3.8098893128335476e-05,0.21729250252246857,0.3098369240760803,-0.016368456184864044,0.26914724707603455,0.2928239107131958,-0.03604112192988396,0.31555506587028503,0.2837631404399872,-0.06396079063415527,0.34862175583839417,0.29912135004997253,-0.09028880298137665,0.27694159746170044,0.20993724465370178,0.03524132817983627,0.29080724716186523,0.1493826061487198,-0.021937338635325432,0.2697172164916992,0.20178522169589996,-0.03106340765953064,0.26706811785697937,0.21842306852340698,-0.003346566576510668,0.24358269572257996,0.18536700308322906,0.031130822375416756,0.25588512420654297,0.12288431078195572,-0.0488937571644783,0.23453429341316223,0.19542187452316284,-0.0618613101541996,0.24068501591682434,0.20467014610767365,-0.026162954047322273,0.21029461920261383,0.17157280445098877,0.018724987283349037,0.21964237093925476,0.11970219761133194,-0.04483086243271828,0.20584140717983246,0.19180139899253845,-0.052932024002075195,0.21134115755558014,0.20715290307998657,-0.01801246963441372,0.17646870017051697,0.1624322235584259,0.003825594438239932,0.1847410649061203,0.12486512213945389,-0.022036660462617874,0.1812606006860733,0.17307618260383606,-0.031377505511045456,0.18565577268600464,0.19329646229743958,-0.011990506201982498
A_005,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_005.jpg,A,0.16865450143814087,0.6059997081756592,-3.061932875425555e-05,0.24216462671756744,0.5612658858299255,-0.05019650608301163,0.29809367656707764,0.47393402457237244,-0.07396990060806274,0.3507167398929596,0.4085499942302704,-0.09481829404830933,0.40439772605895996,0.38599613308906555,-0.10297569632530212,0.2690214514732361,0.39325574040412903,-0.015841228887438774,0.2549329698085785,0.31964099407196045,-0.08389021456241608,0.2491004914045334,0.39647287130355835,-0.08748457580804825,0.257712721824646,0.4179713726043701,-0.06418116390705109,0.219366192817688,0.3923532962799072,-0.010572918690741062,0.20279422402381897,0.3216729760169983,-0.11839108914136887,0.20605628192424774,0.42956921458244324,-0.10356704145669937,0.2267192304134369,0.4322088658809662,-0.042209040373563766,0.17639808356761932,0.4059877395629883,-0.02025299146771431,0.1585768610239029,0.33782848715782166,-0.11979544907808304,0.17296524345874786,0.44111770391464233,-0.10413510352373123,0.1919606328010559,0.4512317180633545,-0.05724368616938591,0.13773998618125916,0.429840087890625,-0.03127375617623329,0.129325270652771,0.38237500190734863,-0.09046480804681778,0.14435234665870667,0.45328646898269653,-0.09215590357780457,0.15692728757858276,0.47197407484054565,-0.06504292786121368
A_006,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_006.jpg,A,0.23270031809806824,0.589854896068573,-0.00013192990445531905,0.31024807691574097,0.5309286117553711,-0.017229238525032997,0.3556864857673645,0.4424816071987152,-0.028054261580109596,0.3945019543170929,0.3804466724395752,-0.04740002751350403,0.43838950991630554,0.3519529104232788,-0.06111820414662361,0.33224794268608093,0.35708722472190857,0.05578221380710602,0.3427973985671997,0.31786829233169556,0.010664454661309719,0.33588284254074097,0.37017321586608887,-0.002773696556687355,0.33254334330558777,0.3791084587574005,0.007729602977633476,0.2857948839664459,0.3548692762851715,0.0450688935816288,0.3077029883861542,0.3009532690048218,-0.039967287331819534,0.29575490951538086,0.39268895983695984,-0.06588691473007202,0.28927507996559143,0.3924191892147064,-0.04111257195472717,0.24276766180992126,0.3615890145301819,0.023472439497709274,0.2665984034538269,0.32302233576774597,-0.050538044422864914,0.26337358355522156,0.4043872058391571,-0.06610995531082153,0.25772443413734436,0.4042750895023346,-0.03709534928202629,0.20001225173473358,0.3734804093837738,-0.0012832693755626678,0.22594082355499268,0.34577712416648865,-0.030250689014792442,0.2259226143360138,0.4072555601596832,-0.0329311229288578,0.21761634945869446,0.4183165431022644,-0.019205795601010323
A_007,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_007.jpg,A,0.26372799277305603,0.5581737756729126,-8.746872481424361e-05,0.3319076597690582,0.5042234063148499,-0.01223690714687109,0.38371574878692627,0.4296656548976898,-0.023954136297106743,0.4373880624771118,0.38179752230644226,-0.04278770089149475,0.4943115711212158,0.3606986403465271,-0.06684219837188721,0.37113574147224426,0.3717110753059387,0.02060193195939064,0.37471359968185425,0.29710832238197327,-0.051488593220710754,0.3628988265991211,0.3573635220527649,-0.08421823382377625,0.3545394539833069,0.40227141976356506,-0.0736362561583519,0.32856929302215576,0.36925482749938965,0.01353631354868412,0.33138182759284973,0.29889804124832153,-0.07480773329734802,0.32283130288124084,0.3769729733467102,-0.10374495387077332,0.3225562274456024,0.42107102274894714,-0.09136192500591278,0.29140961170196533,0.37557125091552734,-0.0014883603435009718,0.2912263870239258,0.31916847825050354,-0.07328154891729355,0.2914363741874695,0.3936477303504944,-0.08804401755332947,0.29407942295074463,0.4387519061565399,-0.06791407614946365,0.2529695928096771,0.38655680418014526,-0.017275184392929077,0.255719393491745,0.3441329896450043,-0.05109597370028496,0.26099053025245667,0.3931121528148651,-0.052747178822755814,0.2654138207435608,0.43025779724121094,-0.0383448489010334
A_008,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_008.jpg,A,0.2210385799407959,0.5249233245849609,-8.015916682779789e-05,0.29902374744415283,0.47042661905288696,-0.02530759386718273,0.36200571060180664,0.4078774154186249,-0.021947866305708885,0.4124803841114044,0.3685244917869568,-0.02324588969349861,0.4537319839000702,0.3495517671108246,-0.02962908148765564,0.3363693356513977,0.36238551139831543,0.03211260214447975,0.32842400670051575,0.2954561710357666,-0.005507758818566799,0.31336745619773865,0.3446881175041199,-0.026142822578549385,0.3057086765766144,0.38883110880851746,-0.02787831425666809,0.2960570156574249,0.36133912205696106,0.03488965705037117,0.2854784429073334,0.2917775809764862,-0.014492294751107693,0.27513089776039124,0.35958412289619446,-0.043190859258174896,0.2748168706893921,0.41216006875038147,-0.04050319641828537,0.25921687483787537,0.36680737137794495,0.029345648363232613,0.25179874897003174,0.30704188346862793,-0.010086758062243462,0.24784594774246216,0.37276574969291687,-0.02357613295316696,0.2496413290500641,0.4210139214992523,-0.019059818238019943,0.22498661279678345,0.37773600220680237,0.022503120824694633,0.22607341408729553,0.3277772068977356,0.009897692129015923,0.22794406116008759,0.3683609962463379,0.013206287287175655,0.23148185014724731,0.40252256393432617,0.03010714426636696
A_011,C:\Users\utilisateur\Documents\microsoft_IA\Projets\Sign_Language_Recognition\dataset_final\A\A_011.jpg,A,0.04589252918958664,0.4347902536392212,-4.499110218603164e-05,0.12750539183616638,0.4211921691894531,-0.022786935791373253,0.19623218476772308,0.39169883728027344,-0.03556113317608833,0.24830254912376404,0.3599128723144531,-0.047743260860443115,0.2911161184310913,0.3437348008155823,-0.052576370537281036,0.16316522657871246,0.28965237736701965,-0.019112948328256607,0.15456253290176392,0.220755934715271,-0.04923807084560394,0.14228412508964539,0.28762125968933105,-0.03818298876285553,0.15350426733493805,0.31908586621284485,-0.02018064260482788,0.12096193432807922,0.2733260989189148,-0.02491900697350502,0.1166214644908905,0.2136436104774475,-0.07905252277851105,0.10378579795360565,0.29150134325027466,-0.0857028067111969,0.11512766778469086,0.30697935819625854,-0.06692159175872803,0.08022509515285492,0.26769906282424927,-0.034243807196617126,0.07788969576358795,0.21398556232452393,-0.08269264549016953,0.07253488898277283,0.2881382405757904,-0.08396729826927185,0.08476245403289795,0.29770994186401367,-0.06976500898599625,0.04162725806236267,0.27082371711730957,-0.043611157685518265,0.042890630662441254,0.22169914841651917,-0.07326100021600723,0.04554254561662674,0.2762361466884613,-0.07803958654403687,0.052332378923892975,0.28987544775009155,-0.06481336802244186
